平倉手數超過持有手數,,The number of closed lots exceeds lots held.,,จำนวนล็อตที่ปิดแล้วเกินกว่าล็อตที่ถืออยู่,,,,,,,,,,Số lượt vị thế thanh lý vượt quá số lượt sở hữu,,
確認平倉,,Confirm Closing Position,,ยืนยันตำแหน่งปิด,,,,,,,,,,Xác nhận vị thế thanh lý,,
開倉數量,,The number of open positions,,จำนวนตำแหน่งเปิด,,,,,,,,,,Số lượng mất một vị trí,,
平倉數量,,The number of closed positions,,จำนวนตำแหน่งปิด,,,,,,,,,,Số lượng vị thế thanh lý,,
(可輸入數量 {range}),,(Quantity to be entered {range}),,(จำนวนที่จะป้อน {range}),,,,,,,,,,(Có thể nhập số lượng {range}),,
"持倉異動, 請重新進入",,Open position has changed. Please re-enter.,,ตำแหน่งที่เปิดมีการเปลี่ยนแปลง กรุณาเข้าใหม่,,,,,,,,,,"Thay đổi vị thế để ngỏ, vui lòng vào lại",,
現價,,Current Price,,ราคาปัจจุบัน,,,,,,,,,,Giá hiện tại,,
讀取中,,Loading,,กำลังโหลด,,,,,,,,,,Đang đọc,,
--,,--,,--,,,,,,,,,,--,,
開倉價值,,Open Value,,เปิดมูลค่า,,,,,,,,,,Giá trị mất một vị trí,,
預估強平價,,Estimated Forced Parity,,Forced Parityโดยประมาณ,,,,,,,,,,Ước tính giá cưỡng chế thanh lý,,
24h量,,24h Volume,,ปริมาณ 24 ชั่วโมง,,,,,,,,,,Lượng 24h,,
全選,,Select All,,เลือกทั้งหมด,,,,,,,,,,Chọn toàn bộ,,
尚無掛單,,No order yet,,ยังไม่มีออเดอร์,,,,,,,,,,Không có Đơn treo,,
開始交易,,Start Trading,,เริ่มซื้อขาย,,,,,,,,,,Bắt đầu giao dịch,,
最新價,,Current Price,,ราคาปัจจุบัน,,,,,,,,,,Giá mới nhất,,
重置,,Reset,,รีเซ็ต,,,,,,,,,,Thiết lập lại,,
批量平倉,,Batch Close,,ปิดแบทช์,,,,,,,,,,Vị thế thanh lý theo lô,,
交易手數超過持有手數,,The number of trading lots exceeds that of lots held.,,จำนวนล็อตการซื้อขายมากกว่าล็อตที่ถืออยู่,,,,,,,,,,Số lượt giao dịch vượt quá số lượt sở hữu,,
確定平倉,,Closed position confirmed,,ยืนยันตำแหน่งปิดแล้ว,,,,,,,,,,Xác định vị thế thanh lý,,
限時價,,Limited Time Price,,ราคาจำกัดเวลา,,,,,,,,,,Giá thời hạn,,
尚無紀錄,,No record yet,,ยังไม่มีรายการ,,,,,,,,,,Không có ghi chép,,
開始時間,,Start Time,,เวลาเริ่มต้น,,,,,,,,,,Thời gian bắt đầu,,
結束時間,,End Time,,เวลาสิ้นสุด,,,,,,,,,,Thời gian kết thúc,,
取消,,Cancel,,ยกเลิก,,,,,,,,,,Hủy bỏ,,
刪除點差,,Delete Spread,,ลบสเปรด,,,,,,,,,,Xóa chênh lệch giá,,
刪除該品項點差，將會導致用戶交易的點差回到預設點差，可能會影響您的利潤。\n\n確定要刪除點差嗎？,,"Deleting the spread of this item will cause the spread of the transaction to return to the default spread, which may affect your profits. \n\n Are you sure you want to delete the spread?",,การลบสเปรดของรายการนี้จะทำให้สเปรดของธุรกรรมกลับไปเป็นสเปรดเริ่มต้น ซึ่งอาจส่งผลต่อผลกำไรของคุณ \n\n คุณแน่ใจหรือไม่ว่าต้องการลบสเปรด,,,,,,,,,,"Xóa chênh lệch giá của sản phẩm này, sẽ khiến cho chênh lệch giá của giao dịch người sử dụng trở về giá chênh lệch mặc định, có thể ảnh hưởng đến lợi nhuận của bạn.\n\n Có chắc chắn muốn xóa giá chênh lệch không?",,
規費,,Fee,,ค่าธรรมเนียม,,,,,,,,,,Lệ phí,,
交易利潤,,Trading Profit,,กำไรจากการซื้อขาย,,,,,,,,,,Lợi nhuận giao dịch,,
其他利潤,,Other Profit,,กำไรอื่นๆ,,,,,,,,,,Lợi nhuận khác,,
總利潤,,Total Profit,,กำไรรวม,,,,,,,,,,Tổng lợi nhuận,,
刪除成功,,Deleted successfully,,ลบเรียบร้อยแล้ว,,,,,,,,,,Xóa thành công,,
刪除失敗,,Deletion failed,,การลบล้มเหลว,,,,,,,,,,Xóa không thành công,,
點差及手續費,,Spread and Handling Fee,,ค่าธรรมเนียมสเปรดและการจัดการ,,,,,,,,,,Giá chênh lệch và phí thực hiện,,
修改成功,,Modified successfully,,แก้ไขเรียบร้อยแล้ว,,,,,,,,,,Sửa đổi thành công,,
新增,,Add,,เพิ่ม,,,,,,,,,,Thêm mới,,
修改失敗,,Modification failed,,การแก้ไขล้มเหลว,,,,,,,,,,Sửa đổi không thành công,,
查無資料,,No information found,,ไม่พบข้อมูล,,,,,,,,,,Không có thông tin,,
利潤,,Profit,,กำไร,,,,,,,,,,Lợi nhuận,,
交易概況,,Transaction Overview,,ภาพรวมธุรกรรม,,,,,,,,,,Tình hình giao dịch,,
利潤損失,,Loss,,กำไรขาดทุน,,,,,,,,,,Tổn thất lợi nhuận,,
總保證金,,Total Margin,,มาร์จิ้นรวม,,,,,,,,,,Tổng tiền bảo lãnh,,
股權,,Equity,,ทุน,,,,,,,,,,Vốn chủ sở hữu,,
總維持保證金,,Total Maintenance Margin,,หลักประกันรักษาสภาพรวม,,,,,,,,,,Tổng tiền bảo lãnh được duy trì,,
交易明細,,Transaction Details,,รายละเอียดการทำซื้อขาย,,,,,,,,,,Hóa đơn giao dịch,,
清除,,Clear,,ชัดเจน,,,,,,,,,,Thanh trừ,,
篩選,,Filter,,กรอง,,,,,,,,,,Sàng lọc,,
請選擇日期,,Please select a date.,,กรุณาเลือกวันที่,,,,,,,,,,Vui lòng chọn ngày tháng,,
請選擇類型,,Please select a type.,,กรุณาเลือกประเภท,,,,,,,,,,Vui lòng chọn loại hình,,
出入金紀錄篩選,,Deposit and Withdrawal Records Filtering,,กรองประวัติการฝากถอน,,,,,,,,,,Sàng lọc ghi chép xuất nhập tiền,,
申請日期,,Application Date,,วันที่ทำการยื่นขอ,,,,,,,,,,Ngày đăng ký,,
出入金類型,,Deposit and Withdrawal Type,,ประเภทการฝากถอน,,,,,,,,,,Loại hình xuất nhập tiền,,
出入金方式,,Deposit and Withdrawal Method,,วิธีการฝากถอน,,,,,,,,,,Phương thức xuất nhập tiền,,
請選擇出入金方式,,Please select a method to deposit and withdraw funds.,,โปรดเลือกวิธีการฝากถอนเงิน,,,,,,,,,,Vui lòng chọn phương thức xuất nhập tiền,,
狀態,,Status,,สถานะ,,,,,,,,,,Trạng thái,,
請選擇狀態,,Please select a status.,,โปรดเลือกสถานะ,,,,,,,,,,Vui lòng chọn trạng thái,,
金額,,Amount,,จำนวนเงิน,,,,,,,,,,Số tiền,,
出入金詳情,,Deposit and Withdrawal Details,,รายละเอียดการฝากถอน,,,,,,,,,,Chi tiết xuất nhập tiền,,
入金總額,,Total Deposit,,ยอดเงินฝาก,,,,,,,,,,Tổng số nhập tiền,,
出金總額,,Total Withdrawal,,ยอดถอนทั้งหมด,,,,,,,,,,Tổng số xuất tiền,,
方式,,Method,,วิธี,,,,,,,,,,Phương thức,,
類型,,Type,,ประเภท,,,,,,,,,,Loại hình,,
日期,,Date,,วันที่,,,,,,,,,,Ngày tháng,,
審核中,,Under review,,อยู่ระหว่างการตรวจสอบ,,,,,,,,,,Đang thẩm hạch,,
等待,,Pending,,รอดำเนินการ,,,,,,,,,,Chờ đợi,,
完成,,Completed,,เสร็จสมบูรณ์,,,,,,,,,,Hoàn thành,,
失敗,,Failed,,ล้มเหลว,,,,,,,,,,Không thành công,,
入金,,Deposit,,เงินฝาก,,,,,,,,,,Nhập tiền,,
尚無出入金紀錄,,No deposit or withdrawal record yet,,ยังไม่มีประวัติการฝากถอน,,,,,,,,,,Không có ghi chép xuất nhập tiền,,
獲取資料時發生錯誤,,An error occurred while obtaining information.,,เกิดข้อผิดพลาดขณะรับข้อมูล,,,,,,,,,,Phát sinh lỗi khi nhận dữ liệu,,
處理中,,Processing,,กำลังประมวลผล,,,,,,,,,,Đang xử lý,,
入金成功,,Fund deposited successfully,,ฝากเงินสำเร็จ,,,,,,,,,,Nhập tiền thành công,,
出金成功,,Fund withdrawn successfully,,ถอนเงินสำเร็จ,,,,,,,,,,Xuất tiền thành công,,
未支付,,Unpaid,,ค้างชำระ,,,,,,,,,,Chưa thanh toán,,
審核失敗,,Review failed,,การตรวจสอบล้มเหลว,,,,,,,,,,Thẩm hạch không thành công,,
審核時間,,Review Time,,เวลาตรวจสอบ,,,,,,,,,,Thời gian thẩm hạch,,
入金金額區間：{unit} {range},,Deposit amount range: {unit} {range},,ช่วงจำนวนเงินฝาก: {หน่วย} {ช่วง},,,,,,,,,,Khoảng thời gian số nhập tiền: {unit} {range},,
餘額,,Balance,,สมดุล,,,,,,,,,,Số dư,,
全部取出,,Withdraw All,,ถอนทั้งหมด,,,,,,,,,,Lấy ra toàn bộ,,
代理-出入金詳情列表,,Agent-List of Deposit and Withdrawal Details,,รายละเอียดการฝากและถอนของตัวแทน,,,,,,,,,,Đại lý – Bảng liệt kê chi tiết xuất nhập tiền,,
實時盈虧,,Real-time Profit or Loss,,กำไรหรือขาดทุนตามเวลาจริง,,,,,,,,,,Lãi lỗ thời gian thực,,
已平倉,,The position has been closed.,,ตำแหน่งถูกปิด,,,,,,,,,,Đã ở vị thế thanh lý,,
開倉價以高到低,,Open Price from High to Low,,ราคาเปิดจากสูงไปต่ำ,,,,,,,,,,Giá mất một vị trí từ cao đến thấp,,
開倉價以低到高,,Open Price from Low to High,,ราคาเปิดจากต่ำไปสูง,,,,,,,,,,Giá mất một vị trí từ thấp đến cao,,
最久開倉時間,,Longest Opening Time,,เวลาเปิดทำการนานที่สุด,,,,,,,,,,Thời gian mất một vị trí lâu nhất,,
最近開倉時間,,Latest Opening Time,,เวลาเปิดทำการล่าสุด,,,,,,,,,,Thời gian mất một vị trí gần nhất,,
時間-上,,Time-up,,เวลา-ขึ้น,,,,,,,,,,Thời gian - Trên,,
時間-下,,Time-down,,เวลา-ลง,,,,,,,,,,Thời gian – Dưới,,
開倉價-上,,Open Price-up,,เปิดราคาขึ้น,,,,,,,,,,Giá mất một vị trí – Trên,,
開倉價-下,,Open Price-Down,,เปิดราคา-ลง,,,,,,,,,,Giá mất một vị trí – Dưới,,
模擬帳戶,,Demo Account,,บัญชีทดลอง,,,,,,,,,,Tài khoản mô phỏng,,
真實帳戶,,Real Account,,บัญชีจริง,,,,,,,,,,Tài khoản thực,,
動態權益,,Dynamic Equity,,หุ้นไดนามิก,,,,,,,,,,Quyền lợi động thái,,
保證金水平,,Margin Level,,ระดับมาร์จิ้น,,,,,,,,,,Mức tiền lảo lãnh,,
展開,,Expand,,ขยาย,,,,,,,,,,Triển khai,,
{unit}的{name}價格,,{name} Price of {unit},,{ชื่อ} ราคาสำหรับ {หน่วย},,,,,,,,,,Giá cả {name} của {unit},,
週數,,Weeks,,สัปดาห์,,,,,,,,,,Số tuần,,
{start} - 隔日{end},,{start}-The next day {end},,{เริ่มต้น} - วันถัดไป{สิ้นสุด},,,,,,,,,,{start} – Ngày hôm sau {end},,
{start} - {end},,{start} - {end},,{เริ่มต้น} - {สิ้นสุด},,,,,,,,,,{start} - {end},,
單筆交易數量,,Quantity of Transactions,,จำนวนรายการเดียว,,,,,,,,,,Số lượng giao dịch của một giao dịch đơn,,
{min}-{max} {unit},,{min}-{max} {unit},,{นาที}-{สูงสุด} {หน่วย},,,,,,,,,,{min}-{max} {unit},,
當前槓桿,,Current Leverage,,เลเวอเรจปัจจุบัน,,,,,,,,,,Đòn bẩy hiện tại,,
下單可調節,,Orders are adjustable.,,สามารถปรับเปลี่ยนคำสั่งซื้อได้,,,,,,,,,,Chốt Đơn có thể điều tiết,,
合約大小,,Contract Size,,ขนาดสัญญา,,,,,,,,,,Kích thước Hợp đồng,,
最大總持倉數量,,Maximum Open Position,,ตำแหน่งเปิดสูงสุด,,,,,,,,,,Tổng số lượng vị thế để ngõ tối đa,,
收取時間,,Collection Time,,เวลารวบรวม,,,,,,,,,,Thời gian nhận,,
交易時段,,Trading Hours,,เวลาการซื้อขาย,,,,,,,,,,Thời điểm giao dịch,,
當前時段,,Current Period,,งวดปัจจุบัน,,,,,,,,,,Thời điểm hiện tại,,
下個時段,,Next Period,,งวดหน้า,,,,,,,,,,Thời điểm tiếp theo,,
查看更多時段,,View more periods,,ดูช่วงเวลาเพิ่มเติม,,,,,,,,,,Tra cứu thêm nhiều thời điểm,,
"(匯率波動較大時, 將會進行調整)",,(Adjustments will be made with greater fluctuations in exchange rates. ),,(การปรับจะกระทำโดยมีความผันผวนมากขึ้นในอัตราแลกเปลี่ยน ),,,,,,,,,,"(Khi tỷ giá hối đoái thay đổi lớn hơn, sẽ tiến hành điều chỉnh)",,
折疊,,Fold,,พับ,,,,,,,,,,Gấp chồng,,
平倉淨盈虧,,Net Profit/loss on Closing Position,,กำไร/ขาดทุนสุทธิจากสถานะการปิดบัญชี,,,,,,,,,,Lãi lỗ ròng vị thế thanh lý,,
平倉價值,,Closeout Value,,มูลค่าส่วนลด,,,,,,,,,,Giá trị vị thế thanh lý,,
新增推薦碼,,Add Referral Code,,เพิ่มโค้ดแนะนำ,,,,,,,,,,Thêm mã giới thiệu,,
無,,None,,ไม่มี,,,,,,,,,,Không có,,
驗證Email,,Verify Email,,ตรวจสอบอีเมล์,,,,,,,,,,Nghiệm chứng Email,,
尚未設定,,Not set up yet,,ยังไม่ได้ตั้งค่า,,,,,,,,,,Chưa thiết lập,,
手機號碼,,Mobile Number,,เบอร์มือถือ,,,,,,,,,,Số điện thoại di động,,
驗證手機,,Verify Mobile Number,,ยืนยันหมายเลขโทรศัพท์มือถือ,,,,,,,,,,Nghiệm chứng điện thoại di động,,
