驗證狀態,,,,,,,,,,,,,,,,search.a22
註冊時間,注册时间,Registration Date,,วันที่ลงทะเบียน,,,,,,,,,Thời gian đăng ký,,,"search.a23,overallOverview.a20,userManagement.a23"
總入金金額,,,,,,,,,,,,,,,,search.a24
總交易金額,,,,,,,,,,,,,,,,search.a25
代理推薦碼,,,,,,,,,,,,,,,,"search.a26,userManagement.a25"
用戶標籤,,,,,,,,,,,,,,,,"search.a27,setting.userTag"
請輸入姓名、手機號碼來搜尋,,,,,,,,,,,,,,,,search.a28
入金方式,,,,,,,,,,,,,,,,"search.a29,overallOverview.a11,userManagement.a91,depositWithdrawalManagement.a10"
入金金額,入金金额,Deposit Amount,,จำนวนเงินฝาก,,,,,,,,,Số nhập tiền,,,"search.a30,depositWithdrawalManagement.a31"
品種,品种,Instrument,,รายการ,,,,,,,,,Loại,,,search.a31
標籤,,,,,,,,,,,,,,,,"search.a32,transactionItemList.a7"
狀態,状态,Status,,สถานะ,,,,,,,,,Trạng thái,,,"search.a33,overallOverview.a79,transactionItemList.a2,userManagement.a19,setting.state"
槓桿,杠杆,Leverage,,Leverage,,,,,,,,,Đòn bẩy,,,"search.a34,overallOverview.a84,transactionItemList.a10"
點差,点差,Spread,,Spread,,,,,,,,,Giá chênh lệch,,,"search.a35,userManagement.a103"
請輸入貨幣名稱,,,,,,,,,,,,,,,,search.a36
請輸入貨幣兌,,,,,,,,,,,,,,,,search.a37
訂單號,订单号,Order No,,เลขที่ใบสั่งซื้อ,,,,,,,,,Số Đơn đặt hàng,,,"overallOverview.a69,depositWithdrawalManagement.a4"
真實姓名,真实姓名,Real Name,,ชื่อจริง,,,,,,,,,Họ tên thực,,,"overallOverview.a77,userManagement.a17,depositWithdrawalManagement.a7,riskWarning.realName, transactionItemList.b2"
手機號碼,手机号码,Mobile Number,,เบอร์มือถือ,,,,,,,,,Số điện thoại di động,,,"overallOverview.a78,userManagement.a20,depositWithdrawalManagement.a8"
備註,备注,Notes,,หมายเหตุ,,,,,,,,,Ghi chú,,,"overallOverview.a86,userManagement.a49,depositWithdrawalManagement.a15"
出金方式,出金方式,Withdrawal Method,,วิธีการถอนเงิน,,,,,,,,,Phương thức xuất tiền,,,"overallOverview.a75,userManagement.a96,depositWithdrawalManagement.a41"
總覽,总览,Overview,,ภาพรวม,,,,,,,,,Tổng quan,,,"overallOverview.a1,userManagement.a72"
通知中心,,,,,,,,,,,,,,,,overallOverview.a2
待審核入金,,,,,,,,,,,,,,,,overallOverview.a3
待審核出金,,,,,,,,,,,,,,,,overallOverview.a4
待審核身份認證,,,,,,,,,,,,,,,,"overallOverview.a5,setting.IdVerificationPending"
待審核出金帳戶,,,,,,,,,,,,,,,,"overallOverview.a6,setting.pendingAuditWithdrawalAccount"
風險警告,,,,,,,,,,,,,,,,"overallOverview.a7,riskWarning.title"
入金狀態,,,,,,,,,,,,,,,,"overallOverview.a8,depositWithdrawalManagement.a5"
用戶編號,,,,,,,,,,,,,,,,"overallOverview.a9,userManagement.a16,depositWithdrawalManagement.a6,riskWarning.userID"
入金金額(美金),,,,,,,,,,,,,,,,"overallOverview.a10,depositWithdrawalManagement.a9"
申請時間,,,,,,,,,,,,,,,,"overallOverview.a12,depositWithdrawalManagement.a12"
動作,,,,,,,,,,,,,,,,"overallOverview.a13,userManagement.a113,setting.action,depositWithdrawalManagement.a73,riskWarning.action,paramManagement.action"
待審核,,,,,,,,,,,,,,,,"overallOverview.a14,userManagement.a9"
出金狀態,,,,,,,,,,,,,,,,"overallOverview.a15,depositWithdrawalManagement.a39"
出金金額(美金),,,,,,,,,,,,,,,,"overallOverview.a16,depositWithdrawalManagement.a40"
其他資訊,,,,,,,,,,,,,,,,"overallOverview.a17,depositWithdrawalManagement.a42"
電子郵件,,,,,,,,,,,,,,,,"overallOverview.a18,userManagement.a21"
用戶層級,,,,,,,,,,,,,,,,"overallOverview.a19,userManagement.a84,setting.userLevel"
無資料,,,,,,,,,,,,,,,,"overallOverview.a21,depositWithdrawalManagement.a27,common.empty"
刷新倒數{參數}秒,,,,,,,,,,,,,,,,overallOverview.a22
總表,,,,,,,,,,,,,,,,overallOverview.a23
委託概況,,,,,,,,,,,,,,,,"overallOverview.a24,setting.commissionOverview"
持倉概況,,,,,,,,,,,,,,,,"overallOverview.a25,setting.positionOverview"
平倉概況,,,,,,,,,,,,,,,,overallOverview.a26
出入金概況,,,,,,,,,,,,,,,,overallOverview.a27
總委託單數,,,,,,,,,,,,,,,,overallOverview.a28
最新委託,,,,,,,,,,,,,,,,overallOverview.a29
總單數,,,,,,,,,,,,,,,,overallOverview.a30
總持倉數量,,,,,,,,,,,,,,,,overallOverview.a31
平均盈虧,,,,,,,,,,,,,,,,overallOverview.a32
最新開倉,,,,,,,,,,,,,,,,overallOverview.a33
平倉單數,,,,,,,,,,,,,,,,overallOverview.a34
總平倉數量(手),,,,,,,,,,,,,,,,overallOverview.a35
最新平倉,,,,,,,,,,,,,,,,overallOverview.a36
申請筆數,,,,,,,,,,,,,,,,overallOverview.a37
審核筆數,,,,,,,,,,,,,,,,overallOverview.a38
總金額,,,,,,,,,,,,,,,,overallOverview.a39
最新申請,,,,,,,,,,,,,,,,overallOverview.a40
交易報表,,,,,,,,,,,,,,,,"overallOverview.a41,setting.transactionStatement"
委託報表,,,,,,,,,,,,,,,,overallOverview.a42
持倉列表,,,,,,,,,,,,,,,,"overallOverview.a43,setting.positionList"
平倉列表,,,,,,,,,,,,,,,,overallOverview.a44
出入金報表,,,,,,,,,,,,,,,,"overallOverview.a45,setting.depositWithdrawalReport"
委託價格,,,,,,,,,,,,,,,,overallOverview.a46
委託期限,,,,,,,,,,,,,,,,overallOverview.a47
委託時間,,,,,,,,,,,,,,,,overallOverview.a48
客戶端IP,,,,,,,,,,,,,,,,overallOverview.a49
現在價格,,,,,,,,,,,,,,,,overallOverview.a50
目前盈虧,,,,,,,,,,,,,,,,overallOverview.a51
強制平倉,,,,,,,,,,,,,,,,overallOverview.a52
"強制平倉後，該使用者會依照當前的價格進行結算，可能會影響到使用者
的交易內容，且該行為無法復原。\n\n
確定要強制平倉該使用者的持倉嗎？",,,,,,,,,,,,,,,,overallOverview.a53
開倉時間,开仓时间,Opening Time,,เวลาเปิด,,,,,,,,,Thời gian mất một vị trí,,,"overallOverview.a54,riskWarning.openingTime"
更新時間,更新时间,Update Time,,อัพเดทเวลา,,,,,,,,,Thời gian cập nhật,,,overallOverview.a55
更新細節,,,,,,,,,,,,,,,,overallOverview.a57
調整止{參數}價格 由{參數}調整成{參數},,,,,,,,,,,,,,,,overallOverview.a58
平倉類型,,,,,,,,,,,,,,,,overallOverview.a59
成交價格,成交价格,Transaction Price,,ราคาซื้อขาย,,,,,,,,,Giá cả giao dịch,,,overallOverview.a60
平倉價格,平仓价格,Closing Price,,ราคาปิด,,,,,,,,,Giá vị thế thanh lý,,,overallOverview.a61
總盈虧,总盈亏,Total Profit or Loss,,ค่ากำไรหรือขาดทุนทั้งหมด,,,,,,,,,Tổng lãi lỗ,,,overallOverview.a62
佣金,,,,,,,,,,,,,,,,overallOverview.a63
利息,,,,,,,,,,,,,,,,overallOverview.a64
隔夜費,隔夜费,Overnight Funding,,ค่าธรรมเนียมค้างคืน,,,,,,,,,Phí qua đêm,,,overallOverview.a65
下單時間,下单时间,Order Time,,เวลาสั่งซื้อ,,,,,,,,,Thời gian chốt Đơn,,,overallOverview.a66
成交時間,成交时间,Transaction Time,,เวลาทำรายการ,,,,,,,,,Thời gian giao dịch thành công,,,overallOverview.a67
平倉時間,平仓时间,Closing Time,,เวลาปิด,,,,,,,,,Thời gian vị thế thanh lý,,,"overallOverview.a68,riskWarning.closingTime"
止盈,止盈,Take Profit,,Take Profit,,,,,,,,,Chốt lãi,,,overallOverview.a70
止損,止损,Stop Loss,,Stop Loss,,,,,,,,,Chốt lỗ,,,overallOverview.a71
開倉價格,开仓价格,Open Price,,ราคาเปิด,,,,,,,,,Giá mất một vị trí,,,overallOverview.a72
交易數量 (手),交易数量 (手),Quantity(Lot(s)),,ปริมาณธุรกรรม (ล็อต),,,,,,,,,Số lượng giao dịch (lượt),,,overallOverview.a74
國家,国家,Country,,ประเทศ,,,,,,,,,Quốc gia,,,"overallOverview.a76,userManagement.a18,depositWithdrawalManagement.a11,riskWarning.country, transactionItemList.b1"
類型,类型,Type,,ประเภท,,,,,,,,,Loại hình,,,overallOverview.a80
代號,代号,Symbol,,เครื่องหมาย,,,,,,,,,Mã số,,,"overallOverview.a82,transactionItemList.a5"
保證金,保证金,Margin,,มาร์จิ้น,,,,,,,,,Tiền bảo lãnh,,,overallOverview.a87
整體總覽,,,,,,,,,,,,,,,,overallOverview.a88
交易品項列表,,,,,,,,,,,,,,,,"transactionItemList.a1,paramManagement.tradingList"
品名解釋,,,,,,,,,,,,,,,,transactionItemList.a4
交易所,,,,,,,,,,,,,,,,transactionItemList.a6
當前槓桿,当前杠杆,Current Leverage,,เลเวอเรจปัจจุบัน,,,,,,,,,Đòn bẩy hiện tại,,,transactionItemList.a9
點差(買),,,,,,,,,,,,,,,,transactionItemList.a11
點差(賣),,,,,,,,,,,,,,,,transactionItemList.a12
滑價,,,,,,,,,,,,,,,,transactionItemList.a13
單邊最大數量,,,,,,,,,,,,,,,,transactionItemList.a14
開始時間,开始时间,Start Time,,เวลาเริ่มต้น,,,,,,,,,Thời gian bắt đầu,,,transactionItemList.a15
到期時間,,,,,,,,,,,,,,,,transactionItemList.a16
交易時段,交易时段,Trading Session,,เวลาการซื้อขาย,,,,,,,,,Thời điểm giao dịch,,,transactionItemList.a17
契約規模,契约规模,Contract Size,,ขนาดสัญญา,,,,,,,,,Quy mô Hợp đồng,,,transactionItemList.a18
最小波動單位,,,,,,,,,,,,,,,,transactionItemList.a19
最小單筆交易數量,,,,,,,,,,,,,,,,transactionItemList.a20
最大單筆交易數量,,,,,,,,,,,,,,,,transactionItemList.a21
最大總持倉數量,最大总持仓数量,Maximum Open Position,,ตำแหน่งเปิดสูงสุด,,,,,,,,,Tổng số lượng vị thế để ngõ tối đa,,,transactionItemList.a22
買入隔夜費,,,,,,,,,,,,,,,,transactionItemList.a23
賣出隔夜費,,,,,,,,,,,,,,,,transactionItemList.a24
隔夜費收取時間,,,,,,,,,,,,,,,,transactionItemList.a25
掛單距離,,,,,,,,,,,,,,,,transactionItemList.a26
停止交易,,,,,,,,,,,,,,,,transactionItemList.a27
可交易,,,,,,,,,,,,,,,,transactionItemList.a28
關閉交易,,,,,,,,,,,,,,,,transactionItemList.a29
週,,,,,,,,,,,,,,,,"transactionItemList.a30,depositWithdrawalManagement.a94"
重啟交易,,,,,,,,,,,,,,,,transactionItemList.a31
合約強平,合约强平,Contract Forced Liquidation,,สัญญาบังคับชำระบัญชี,,,,,,,,,Cưỡng chế thanh lý theo Hợp đồng,,,transactionItemList.a32
請選擇標籤,,,,,,,,,,,,,,,,transactionItemList.a33
請選擇狀態,请选择状态,Please select a status.,,โปรดเลือกสถานะ,,,,,,,,,Vui lòng chọn trạng thái,,,transactionItemList.a34
請選擇槓桿,,,,,,,,,,,,,,,,transactionItemList.a35
請選擇星期,,,,,,,,,,,,,,,,transactionItemList.a36
起始時間,,,,,,,,,,,,,,,,transactionItemList.a37
結束時間,结束时间,End Time,,เวลาสิ้นสุด,,,,,,,,,Thời gian kết thúc,,,transactionItemList.a38
"停止交易將會使新的交易只能使用掛單方式下單，目前已經持倉的交易部會受到影響。\n\n
確定要停止交易嗎?",,,,,,,,,,,,,,,,transactionItemList.a39
"關閉交易會使該商品從前台下架，無法被使用者下單。\n\n
目前已經持倉的交易將會全數被強平。\n\n
確定要關閉交易嗎?",,,,,,,,,,,,,,,,transactionItemList.a40
"重啟交易後，該商品將可以再次被使用者下單。\n\n
請檢查品項設定無誤後再重啟交易。\n\n
確定要重啟交易嗎?",,,,,,,,,,,,,,,,transactionItemList.a41
"因更換合約，要把全部持倉都清空\n\n
可能會導致用戶的交易受到影響。\n\n
確定要合約強平嗎?",,,,,,,,,,,,,,,,transactionItemList.a42
確定要刪除產品嗎?,,,,,,,,,,,,,,,,transactionItemList.a43
24小時可出金次數,24小时可出金次数,Withdrawal times within 24 Hours,,จำนวนครั้งที่สามารถถอนเงินภายใน 24 ชั่วโมง,,,,,,,,,Số lần có thể xuất tiền 24 giờ,,,"userManagement.a95,depositWithdrawalManagement.a89"
24小時免費出金次數,24小时免费出金次数,Free Withdrawal times within 24 Hours,,จำนวนครั้งที่สามารถถอนเงินฟรีภายใน 24 ชั่วโมง,,,,,,,,,Số lần xuất tiền miễn phí 24 giờ,,,"userManagement.a94,depositWithdrawalManagement.a90"
用戶管理,,,,,,,,,,,,,,,,"userManagement.a1,setting.userManagement"
用戶列表,,,,,,,,,,,,,,,,userManagement.a2
出金帳戶狀態,,,,,,,,,,,,,,,,userManagement.a3
重設密碼,,,,,,,,,,,,,,,,"userManagement.a4,setting.resetPassword"
封鎖用戶,,,,,,,,,,,,,,,,"userManagement.a5,riskWarning.blockUser"
通過審核,,,,,,,,,,,,,,,,userManagement.a6
已驗證,,,,,,,,,,,,,,,,userManagement.a7
未審核,,,,,,,,,,,,,,,,userManagement.a8
已封鎖,,,,,,,,,,,,,,,,userManagement.a10
未過審,未过审,Not approved,,ไม่ผ่านการอนุมัติ,,,,,,,,,Chưa thẩm hạch,,,userManagement.a11
客戶資料,,,,,,,,,,,,,,,,userManagement.a12
用戶資料,,,,,,,,,,,,,,,,userManagement.a13
交易詳情,,,,,,,,,,,,,,,,userManagement.a14
交易設定,交易设定,Transaction Settings,,การตั้งค่าการซื้อขาย,,,,,,,,,Thiết lập giao dịch,,,userManagement.a15
所屬層級,,,,,,,,,,,,,,,,"userManagement.a22,depositWithdrawalManagement.a74"
註冊來源,,,,,,,,,,,,,,,,userManagement.a24
邀請碼,,,,,,,,,,,,,,,,userManagement.a26
已邀請用戶數,,,,,,,,,,,,,,,,userManagement.a27
標籤列表,,,,,,,,,,,,,,,,"userManagement.a28,userManagement.a86"
英文姓名,英文姓名,English Name,,ชื่อภาษาอังกฤษ,,,,,,,,,Họ tên tiếng Anh,,,"userManagement.a29, transactionItemList.b3"
證件號碼,证件号码,,,,,,,,,,,,,,,userManagement.a30
職業,职业,Occupation,,อาชีพ,,,,,,,,,Nghề nghiệp,,,"userManagement.a31,transactionItemList.b6"
地址,地址,Address,,ที่อยู่,,,,,,,,,Địa chỉ,,,"userManagement.a32,transactionItemList.b4"
就業狀態,就业状态,Employment Status,,สถานะการจ้างงาน,,,,,,,,,Trạng thái việc làm,,,"userManagement.a33, transactionItemList.b7"
收入,收入,Income,,รายได้,,,,,,,,,Thu nhập,,,"userManagement.a34, transactionItemList.b10"
總財富,总财富,Gross Wealth,,ความมั่งคั่งทั้งหมด,,,,,,,,,Tổng tài sản,,,"userManagement.a35, transactionItemList.b11"
收入與財富來源,收入与财富来源,Sources of Income and Wealth,,แหล่งรายได้และความมั่งคั่ง,,,,,,,,,Nguồn thu nhập và tài sản,,,userManagement.a36
開戶原因,开户原因,Reason for Opening Account,,เหตุผลในการเปิดบัญชี,,,,,,,,,Nguyên nhân mở tài khoản,,,"userManagement.a37, transactionItemList.b9"
交易經驗,交易经验,Experience in Trading,,ประสบการณ์การเทรด,,,,,,,,,Kinh nghiệm giao dịch,,,"userManagement.a38, transactionItemList.b8"
開戶時間,,,,,,,,,,,,,,,,userManagement.a39
身份證明文件正面,,,,,,,,,,,,,,,,userManagement.a40
身份證明文件反面,,,,,,,,,,,,,,,,userManagement.a41
身份證明文件2,,,,,,,,,,,,,,,,userManagement.a42
手持證件自拍,,,,,,,,,,,,,,,,userManagement.a43
種類,,,,,,,,,,,,,,,,userManagement.a44
銀行代碼,,,,,,,,,,,,,,,,"userManagement.a45,depositWithdrawalManagement.a102"
帳號,帐号,Account Number,,หมายเลขบัญชี,,,,,,,,,Số tài khoản,,,userManagement.a46
戶名,,,,,,,,,,,,,,,,userManagement.a47
附加檔案,,,,,,,,,,,,,,,,userManagement.a48
鎖定,,,,,,,,,,,,,,,,"userManagement.a50,depositWithdrawalManagement.a23"
審核駁回,,,,,,,,,,,,,,,,userManagement.a51
編輯用戶資料,,,,,,,,,,,,,,,,userManagement.a52
確定要將這用戶駁回審核?,,,,,,,,,,,,,,,,userManagement.a53
確定要將這用戶通過審核?,,,,,,,,,,,,,,,,userManagement.a54
解除封鎖,,,,,,,,,,,,,,,,"userManagement.a56,setting.unblock"
"確定要解除封鎖該用戶嗎？\n\n
解除封鎖用戶後，該用戶將可以重新登入並進行交易",,,,,,,,,,,,,,,,userManagement.a57
"重置該用戶的密碼，系統將會主動發送一封重置密碼確認信件，引導用戶重新設定新密碼。\n\n
重設密碼後，原本的密碼將無法使用，確定要重設密碼嗎？",,,,,,,,,,,,,,,,userManagement.a58
"確定要封鎖該用戶嗎？
封鎖用戶後，該用戶將無法登入、並進行交易，直到您再次解除封鎖。",,,,,,,,,,,,,,,,userManagement.a59
封鎖,,,,,,,,,,,,,,,,"userManagement.a60,setting.blockade,riskWarning.block"
確認審核,,,,,,,,,,,,,,,,userManagement.a61
通過出金帳戶,,,,,,,,,,,,,,,,userManagement.a62
確定要通過這用戶出金帳戶審核？,,,,,,,,,,,,,,,,userManagement.a63
拒絕出金帳戶,,,,,,,,,,,,,,,,userManagement.a64
"拒絕該帳戶的審核，將會導致用戶無法使用該帳戶出金。如用戶需要使用該帳戶出金，則需再次申請。\n\n
請填寫拒絕的原因:",,,,,,,,,,,,,,,,userManagement.a65
請輸入拒絕原因,,,,,,,,,,,,,,,,userManagement.a66
拒絕審核,,,,,,,,,,,,,,,,userManagement.a67
刪除出金帳戶,,,,,,,,,,,,,,,,"userManagement.a68,setting.deleteWithdrawalAccount"
"刪除該帳戶，將會導致用戶無法使用該帳戶出金。如用戶需要使用該帳戶出金，則需再次申請。\n\n
確定要刪除出金帳戶嗎？",,,,,,,,,,,,,,,,userManagement.a69
出金帳戶附加檔案,,,,,,,,,,,,,,,,userManagement.a71
交易細節,,,,,,,,,,,,,,,,userManagement.a73
浮動盈虧,浮动盈亏,Unrealised P/L,,กำไร/ขาดทุนลอยตัว,,,,,,,,,Lãi lỗ biến đổi,,,userManagement.a74
佔用保證金,,,,,,,,,,,,,,,,userManagement.a75
佔用保證金(含盈虧),,,,,,,,,,,,,,,,userManagement.a76
可用保證金,,"available margin,",,อัตรากำไรขั้นต้นที่มีอยู่,,,,,,,,,Tiền bảo lãnh có thể sử dụng,,,userManagement.a77
入金總額,入金总额,Total Deposit,,ยอดเงินฝาก,,,,,,,,,Tổng số nhập tiền,,,userManagement.a78
出金總額,出金总额,Total Withdrawal,,ยอดถอนทั้งหมด,,,,,,,,,Tổng số xuất tiền,,,userManagement.a79
資金淨值,,,,,,,,,,,,,,,,userManagement.a80
延遲時間,,,,,,,,,,,,,,,,userManagement.a81
點差及手續費設定,,,,,,,,,,,,,,,,userManagement.a83
用戶層級列表,,,,,,,,,,,,,,,,userManagement.a85
出入金相關,,,,,,,,,,,,,,,,userManagement.a87
首次最低入金額度,,,,,,,,,,,,,,,,"userManagement.a88,depositWithdrawalManagement.a63"
最低入金額度,,,,,,,,,,,,,,,,"userManagement.a89,depositWithdrawalManagement.a64"
人工審核額度,,,,,,,,,,,,,,,,"userManagement.a90,depositWithdrawalManagement.a65"
入金手續費,,,,,,,,,,,,,,,,userManagement.a92
單筆最低取款金額,,,,,,,,,,,,,,,,"userManagement.a93,depositWithdrawalManagement.a91"
出金手續費,,,,,,,,,,,,,,,,userManagement.a97
強制平倉設定,,,,,,,,,,,,,,,,userManagement.a98
平日收盤前強平比例,,,,,,,,,,,,,,,,"userManagement.a99,paramManagement.weekdayMarketCloseRate"
假日收盤前強平比例,,,,,,,,,,,,,,,,"userManagement.a100,paramManagement.holidayCloseRate"
平時強平比例,,,,,,,,,,,,,,,,"userManagement.a101,paramManagement.weekdayCloseRate"
即將平倉通知比例,,,,,,,,,,,,,,,,"userManagement.a102,paramManagement.ClosePositionRate"
延遲下單時間,,,,,,,,,,,,,,,,userManagement.a104
單筆交易手續費,,,,,,,,,,,,,,,,userManagement.a105
高於,,,,,,,,,,,,,,,,userManagement.a106
手續費,,Handling Fee,,ค่าธรรมเนียม,,,,,,,,,Phí thực hiện,,,"userManagement.a107,depositWithdrawalManagement.a72"
如欲調整比例及數字，請前往個別頁面設定。,,,,,,,,,,,,,,,,userManagement.a108
查看更多,,,,,,,,,,,,,,,,userManagement.a109
標籤名稱,,,,,,,,,,,,,,,,userManagement.a110
目前貼標人數,,,,,,,,,,,,,,,,userManagement.a111
新增時間,,,,,,,,,,,,,,,,userManagement.a112
選擇入金方式(可複選),,,,,,,,,,,,,,,,userManagement.a114
選擇出金方式(可複選),,,,,,,,,,,,,,,,userManagement.a115
已成功解除封鎖該用戶,,,,,,,,,,,,,,,,userManagement.a116
人工補入,,,,,,,,,,,,,,,,"setting.manualFillIn,depositWithdrawalManagement.a25"
入金方式列表,,,,,,,,,,,,,,,,"setting.depositMethodList,depositWithdrawalManagement.a59"
入金額度設定,,,,,,,,,,,,,,,,"setting.depositAmountSetting,depositWithdrawalManagement.a61"
出金方式列表,,,,,,,,,,,,,,,,"setting.withdrawalMethodList,depositWithdrawalManagement.a86"
一般設定,,,,,,,,,,,,,,,,setting.title
後台人員列表,,,,,,,,,,,,,,,,setting.staffList
權限群組設定,,,,,,,,,,,,,,,,setting.permissionGroupSettings
操作記錄,,,,,,,,,,,,,,,,setting.OperationRecord
多國語言設定,,,,,,,,,,,,,,,,setting.languageSettings
姓名,,,,,,,,,,,,,,,,setting.name
權限群組,,,,,,,,,,,,,,,,setting.permissionGroup
Email,Email,Email,,อีเมล,,,,,,,,,Email,,,"setting.email,userManagement.b1"
最近登入時間,,,,,,,,,,,,,,,,setting.lastLoginTime
描述,,,,,,,,,,,,,,,,setting.description
禁止登入,,,,,,,,,,,,,,,,setting.disableLogin
恢復登入,,,,,,,,,,,,,,,,setting.restoreLogin
編輯權限角色,,,,,,,,,,,,,,,,setting.editPermissionRoles
新增權限角色,,,,,,,,,,,,,,,,setting.addPermissionRole
已送出邀請信件，請於信箱內確認,,,,,,,,,,,,,,,,setting.sendEMailSuccess
可登入,,,,,,,,,,,,,,,,setting.canLogin
未啟用,,,,,,,,,,,,,,,,setting.disabled
設定新密碼,,,,,,,,,,,,,,,,setting.setNewPwd
密碼強度不足，請至少輸入 {min} 個字元,,,,,,,,,,,,,,,,setting.pwdStrengthError
密碼不符合,,,,,,,,,,,,,,,,setting.notMatchPwd
已禁止該成員登入,,,,,,,,,,,,,,,,setting.disabledMemberLogin
"禁止登入後，成員將無法使用原帳號密碼登入，但其擁有的權限不會消失，將於恢復登入後還原。

確定要禁止該成員登入嗎?",,,,,,,,,,,,,,,,setting.disabledMemberLoginTip
已恢復該成員的登入權限,,,,,,,,,,,,,,,,setting.enableMemberLogin
"恢復登入後，成員將可以使用原帳號密碼登入，其擁有的權限將會一併還原。

確定要恢復該成員的登入權限嗎?",,,,,,,,,,,,,,,,setting.enableMemberLoginTip
群組名稱,,,,,,,,,,,,,,,,setting.groupName
新增權限群組,,,,,,,,,,,,,,,,setting.addPermissionGroup
帳號管理,,,,,,,,,,,,,,,,setting.accountManagement
權限管理,,,,,,,,,,,,,,,,setting.authorityManagement
支付管理,,,,,,,,,,,,,,,,setting.paymentManagement
產品管理,,,,,,,,,,,,,,,,setting.productManagement
匯率與貨幣設定,,,,,,,,,,,,,,,,"setting.exchangeRateCurrencySettings,paramManagement.exchangeRateCurrencySettings"
風險警告管理,,,,,,,,,,,,,,,,setting.riskWarningManagement
註冊及通知系統,,,,,,,,,,,,,,,,"setting.registerNotificationSystem,userManagement.registerNotificationSystem"
讀取,,,,,,,,,,,,,,,,setting.read
列表,,,,,,,,,,,,,,,,setting.list
更新,,,,,,,,,,,,,,,,setting.update
功能列表,,,,,,,,,,,,,,,,setting.functionList
國家列表,,,,,,,,,,,,,,,,setting.countryList
新增國家,,,,,,,,,,,,,,,,setting.addCountry
更新國家,,,,,,,,,,,,,,,,setting.updateCountry
支付來源資訊,,,,,,,,,,,,,,,,setting.paymentSourceInformation
入金來源列表,,,,,,,,,,,,,,,,setting.depositSourceList
出金來源列表,,,,,,,,,,,,,,,,setting.withdrawalSourceList
新增入金來源,,,,,,,,,,,,,,,,setting.addDepositSource
新增出金來源,,,,,,,,,,,,,,,,setting.addWithdrawalSource
更新支付來源列表,,,,,,,,,,,,,,,,setting.updatePaymentSources
出金次數設定,,,,,,,,,,,,,,,,setting.withdrawalNumber
新增入金方式,,,,,,,,,,,,,,,,setting.addDepositMethod
新增出金方式,,,,,,,,,,,,,,,,setting.addWithdrawalMethod
更新出入金方式,,,,,,,,,,,,,,,,setting.updateDepositWithdrawalMethod
刪除出入金方式,,,,,,,,,,,,,,,,setting.deleteDepositWithdrawalMethod
訂單列表,订单列表,Order List,,รายการสั่งซื้อ,,,,,,,,,Bảng liệt kê Đơn đặt hàng,,,setting.orderList
鎖定訂單,,,,,,,,,,,,,,,,setting.lockOrder
審核確定,,,,,,,,,,,,,,,,setting.reviewConfirmed
出金審核,,,,,,,,,,,,,,,,setting.withdrawalAudit
出金訂單可用通道列表,,,,,,,,,,,,,,,,setting.availableWithdrawalChannels
入金訂單修改金額,,,,,,,,,,,,,,,,setting.modifyDepositOrder
強平平倉設定,,,,,,,,,,,,,,,,"setting.forcedLiquidationSettings,paramManagement.forcedLiquidationSettings"
資訊,,,,,,,,,,,,,,,,setting.information
審核,,,,,,,,,,,,,,,,setting.audit
出金帳戶列表,,,,,,,,,,,,,,,,setting.withdrawalAccountsList
審核出金帳戶,,,,,,,,,,,,,,,,setting.auditWithdrawalAccount
建立,,,,,,,,,,,,,,,,setting.establish
